song_no,title,artist,lyrics,score
1469342,연,빅마마,"지금 어디있는지 아프지는 않는지 
 
가슴 속에 담아 둔 말 
전하고는 싶은데 
도대체 넌 잡히지도 
보이지도 않아 
 
조금은 더 가까이 
 
다가갈 순 없는지 
가슴 깊숙히 차 오르는 
너를 향한 마음에 
그 어떤 말도 할 수 없는 
인형 된 것 같아 
아쉬운 맘 접어두고 날려보내도 
사랑에 익숙한 
나조차 목이 메어와 
또 다시 찾아 온 아픔에 
힘겨워 해도 
기대 조차도 없는 사랑에 
그냥 한번 웃어봐 
아물지 않는 깊은 너의 빈자리 
보낼 수 없는 강한 나의 욕심에 
지쳐만 가는 너이기에 
잡지도 못한 건 
가슴 아파도 바보 같은 나라서 
 
아쉬운 맘 접어두고 날려보내도 
사랑에 익숙한 나조차 
목이 메어와 
또 다시 찾아 온 아픔에 
힘겨워 해도 
기대 조차도 없는 사랑에 
그냥 한번 웃어봐
아물지 않는 깊은 너의 빈자리 
보낼 수 없는 강한 나의 욕심에 
지쳐만 가는 너이기에 
잡지도 못한 건 
가슴 아파도 바보 같은 나라서 
 
모두다 한번 쯤은 겪는 일이라 
처음엔 나도 
아프지 않을 줄 알았어 
하루하루 버텨가는 내 모습 보며 
너란 사람 절대로 만날 수 없다고 
아물지 않는 깊은 너의 빈자리 
보낼 수 없는 강한 나의 욕심에 
지쳐만 가는 너이기에 
잡지도 못한 건 
가슴 아파도 바보 같은 나라서","[0.34739760379402296, 0.4489795253558582, 0.055316626654303355, 0.10134081080834968, 0.04562401092528061, 0.0013414224621851913]"
32251432,도망가자 (Run With Me),선우정아,"도망가자
어디든 가야 할 것만 같아
넌 금방이라도 울 것 같아
괜찮아
우리 가자
걱정은 잠시 내려놓고
대신 가볍게 짐을 챙기자
실컷 웃고 다시 돌아오자
거기서는 우리 아무 생각말자
너랑 있을게 이렇게
손 내밀면 내가 잡을게
있을까 두려울 게
어디를 간다 해도
우린 서로를 꼭 붙잡고 있으니
너라서 나는 충분해
나를 봐 눈 맞춰줄래
너의 얼굴 위에 빛이 스며들 때까지
가보자 지금 나랑
도망가자
멀리 안 가도 괜찮을 거야
너와 함께라면 난 다 좋아
너의 맘이 편할 수 있는 곳
그게 어디든지 얘기 해줘
너랑 있을게 이렇게
손 내밀면 내가 잡을게
있을까 두려울 게
어디를 간다 해도
우린 서로를 꼭 붙잡고 있으니
가보는 거야 달려도 볼까
어디로든 어떻게든
내가 옆에 있을게 마음껏 울어도 돼
그 다음에
돌아오자 씩씩하게
지쳐도 돼 내가 안아줄게
괜찮아 좀 느려도 천천히 걸어도
나만은 너랑 갈 거야 어디든
당연해 가자 손잡고
사랑해 눈 맞춰줄래
너의 얼굴 위에 빛이 스며들 때까지
가보자 지금 나랑
도망가자","[0.035523873372355325, 0.32079595057360377, 0.12042853591745208, 0.08342893741314789, 0.08814187581443085, 0.3516808269090101]"
35268787,"낭만교향곡 (Feat. CHANGMO, 박재범)",BIG Naughty (서동현),"힙합보단 클래식 첼로를
2Pac보다 멘델스존을
좋아하는 널 위해
스네어 킥 클랩 전부 뺐어
집밥보다 인스턴트를
로맨스보단 코미디를 
좋아하던 내가 
어제는 타이타닉에 눈물을 훔쳤어
I can be your Bach
I can be your Chopin
I can be your Brahms
Ludwig Van Beethoven
I can be your Schubert
Rachmaninoff
Shostakovich
Vivaldi or Debussy
Everything you want girl
Just tell what you want
Any kind of song
Doesn’t matter if it’s classic
I can be your Wagner
I can be your Haydn
Tchaikovsky 
Want your little kiss
피아노 앞에 5분도 못 있었던
그 꼬맹이가 이젠 노래를 불러
엄마 때문에 했었던 기악합주부
덕에 오랜만에 클라리넷을 불어
까만 연미복의 남자는 아니지만
힙합밖에 모르는 그런 나지만
하지만 널 위해서라면 
난 뭐든 될 수가 있어
Bill Evans Chet Baker도
노래를 불러 
따다다다다
빠바바바바
트럼펫 소리
뿌부부부부
Everything you want girl
Just tell what you want
노래를 불러 
따다다다다
빠바바라바
트럼펫 소리
뿌부부부부
Any kind of song
Doesn’t matter if it’s classic girl
이젠 소년이라는 말이 효과를 발하지 않는 게
좀 섭섭해도 
몇 년 전과 달리 겸허해
강마에 이후 최고 마에스트로라고 불리던 
때가 어젠데
그 어제가 네 어제가 아니었구나,
시간은 참 빨리 가
그녀는 말해 그때 창모는 도대체 어땠을까?
Baby girl, 그 질문에 대답했어 만날 동안
잘 까먹으니 상기시킬 게 
Let me go with my flow, umm
너 앞에선 꼭 멋쟁이 
같은 곡만 연주해
Haydn, Bach, Beethoven
치는 조성진인 척해
아 또 틀렸네
사랑한단 말 잘 못해,
남사스럽게 ‘사랑해’ 하긴 했다 
내 페라리 조수석에
우리가 돈 걱정 없이 맨날 데이트해도
난 쌓고 싶어 
낙산 데려가 널 위한 모래성
나 지금 9천만원짜리 시계를 찼지만 안 정확해 
네 빈 시간이 내 시, 분, 초, Love
노래를 불러 
따다다다다
빠바바바바
트럼펫 소리
뿌부부부부
Everything you want girl
Just tell what you want
노래를 불러 
따다다다다
빠바바라바
트럼펫 소리
뿌부부부부
Any kind of song
Doesn’t matter if it’s classic girl
If you want, I can be your Mozart and Brahms
If you want, I can be your Yuki, Yiruma
If you want, can I be your 창모?
몰랐겠지만 나 형 랩 잘 따라 불러 
If you want, I can be your DOK2 and The Quiett
If you want, 말해 뭐해, 다 돼 주고파요 
난 다섯 살일 때
사춘기가 올 때 
스물아홉, 일흔 살이 돼도
똑같을 걸 너에 대해
난 Classical 음악은 몰라도 I’ll be your classic baby
네 입술이 틀 때 Girl I can be your chapstick
I’m not being drastic 이 순간이 마치 매직처럼
날아다니는 기분 Put me in a casket
네 품속에 죽으면 죽어도 여한이 없지
It’s ok girl just trust me
냉정했던 내 마음 지금은 사랑이 가득 찼지
널 위해서 내 명곡을 다 썼지
All I wanna do
꽉 안아주고 멈추고 싶어
Baby girl JOAH
네 모든 것이 JOAH yeah
I'm just going crazy for yah
GA NA DA RA MA BA SA
단순해 like 1 2 3
몸 몸 몸매
오늘 밤에 you can come see me
힙합보단 클래식 첼로를
2Pac보다 멘델스존을
좋아하는 널 위해
집밥보다 인스턴트를
로맨스보단 코미디를 
좋아하던 내가
어제는 타이타닉에 눈물을 훔쳤어","[0.2875770964174114, 0.21072055847866022, 0.06577717464796, 0.10608718828700454, 0.13546031696318436, 0.19437766520577945]"
32243275,0310,백예린 (Yerin Baek),"You smoked and you looked at me
넌 담배를 피며 날 쳐다봤어
I hate it when you do 
난 네가 그럴 때가 싫더라
I said “no thanks” to you
난 됐다고 말했고 
you asked me If I was okay,
넌 괜찮냐 물었지 
what If I wasn’t 
안 괜찮다면 뭐 어때 
Leaving is fine 
떠나도 괜찮아
It’s just I don’t wanna be all by myself again
난 그냥 또 다시 혼자가 되고 싶지 않은데
like every time, like every last time
항상 그랬듯, 항상 그전처럼 말야
You knew that I was no good for you 
넌 내가 너에게 좋지 않을 거란 걸 알았어
when we lay down after doing that things you loved 
네가 좋아하던 것들을 하고나서 누워있을 때 말야 
you knew that I wasn’t better than you 
넌 내가 너보다 나은 사람이 아닌 걸 알고 있었어 
I hope that I could be seemed really fine with you leaving 
네가 떠나도 괜찮아 보일 수 있으면 좋겠어
You stroked me and stared at me 
넌 날 쓰다듬고 빤히 보곤 했지 
I like it when you do 
네가 그럴 때 참 좋았는데
I said “I know you love me too”
난 너도 나 사랑하는 거 안다고 말했고
I asked you, 
난 물었어
“If you are the same, what If I quit it” 
넌 똑같은데, 내가 그만두면 어쩔 거냐고
Leaving is fine 
떠나는 건 괜찮아
It’s just I don’t wanna be falling behind again 
난 또 다시 뒤쳐지기 싫은 거야
like every time, like every moment in the end 
항상 그랬듯, 모든 마지막 순간처럼 말야 
You knew that I was no good for you 
넌 내가 너에게 좋지않을 거란 걸 알았어
when we lay down after doing that things you loved 
네가 좋아하던 것들을 하고나서 누워있을 때 말야 
you knew that I wasn’t better than you 
넌 내가 너보다 나은 사람이 아닌 걸 알고 있었어 
I hope that I could be seemed really fine with you leaving 
네가 떠나도 괜찮아 보일 수 있으면 좋겠어
Suddenly, all the things seem complicated 
갑자기 모든 게 복잡해 보였어
you could only fix it but my lips won’t let me tell the truth 
오직 너만 고칠 수 있지만, 내 입이 사실을 말하게 두진 않을 거야
tell me how not to get hurted or broken 
상처받거나 부숴 지지 않는 방법을 알려줘
even If you can’t afford loving me anymore  
네가 날 더이상 사랑할 수 없게 돼도 말야
You knew that I was no good for you 
넌 내가 너에게 좋지 않을 거란 걸 알았어
when we lay down after doing that things you loved 
네가 좋아하던 것들을 하고나서 누워있을 때 말야 
you knew that I wasn’t better than you 
넌 내가 너보다 나은 사람이 아닌 걸 알고 있었어 
I hope that I could be seemed really fine with you leaving 
네가 떠나도 괜찮아 보일 수 있으면 좋겠어
You smoked and you looked at me
넌 담배를 피며 날 쳐다봤어
I hate it when you do
난 네가 그럴 때가 싫더라","[0.33385268275673835, 0.1570809564290364, 0.07068992192582292, 0.1364320199262482, 0.13414801069271692, 0.1677964082694372]"
8026677,잊어버리지마 (Feat. 태연),Crush,"너와 나 언젠가
남이 되어도
영영 닿을 수 없는
사이 되어도
잊어버리지마
잃어버리지마
혹시나 다른 사람의
손 잡고 있어도
영영 닿을 수 없는
곳에 있어도
잊어버리지마
잃어버리지마
따뜻해 볼이 맞닿을 때
살며시 시린
내 손 잡아줄 때
차가운 세상에
지친 내 맘을
온기로 감싸네
예에이에
내 눈에 담긴 너의 얼굴
내 품에 잠든 너의 모습
이대로 멈췄으면 해
꽉 잡은 두 손
놓치면 안돼
너와 나 언젠가
남이 되어도
영영 닿을 수 없는
사이 되어도
잊어버리지마
잃어버리지마
혹시나 다른 사람의
손 잡고 있어도
영영 닿을 수 없는
곳에 있어도
잊어버리지마
잃어버리지마
마주 앉아
널 바라보는 지금이
영원하길 바래
혹시나 시간이
우릴 질투 할까 봐
사실 걱정 돼
변치 마 always by my side
영원히 함께 my love
언젠가 날 기억해주길
한번쯤은 뒤 돌아보길
부디 놓지 말아줘
우릴 계속 바라봐주길
Oh My love
시간이 지나 baby
너와 나
우리가 남이 되어도
잊어버리지마
날 잊어버리지마
랄라 랄라랄라 랄라
이 노랠 잊어버리지마","[0.05879715817306103, 0.30671892122287153, 0.22798480377395508, 0.07267094414592515, 0.12016680126603305, 0.21366137141815414]"
36081382,친구로 지내다 보면 (Feat. 김민석 of 멜로망스),BIG Naughty (서동현),"친구로 지내다 보면
계속 네 옆에 있다 보면
언젠가는 나에게도
기회가 오지 않을까 했어
친구로 지내다 보면
네 눈에 비친 나를 보면
언젠가는 나의 눈에도
네가 있지 않을까 했어
친구로 지내다 보면
네 눈을 보고 있다 보면
슬픔이 드리워져
내 눈에는 네가 없어서
그땐 너무 취해서
아무 말이나 했어
잊어주면 해서
일부러 연락 피했어
기분이 뭣 같아서
위로해 줬으면 했어
근데 넌 헤어졌단 얘기를
하필 내 앞에서
알아 나도 너와 나
가질 수 없는 건
단 하나 다름 아닌
사랑이라는 그 사실을
알고 싶지 않은데
아니 끝내 믿고 싶지 않았는데
친구로 지내다 보면
계속 네 옆에 있다 보면
언젠가는 나에게도
기회가 오지 않을까 했어
친구로 지내다 보면
네 눈에 비친 나를 보면
언젠가는 나의 눈에도
네가 있지 않을까 했어
친구로 지내다 보면
심심하게 전한 미안하단 말과
씁쓸하게 답한 괜찮다는 나와 넌
뻔뻔하디 뻔한
결말로 끝나는 동화
울다 지쳐 잠든 나와
꼭 그때 울리는 네 전화
빽빽하지 너에 대한 기억이
한 켠에다가 다 모아 가지런히
한 번으로도 족한 Love story
아니 한 곡으론 부족한 Full story
백이면 백 다 맞춰줬지 네게
그 덕에 해가 지면 그제야 아침인 내 시계
또 아직 아물지 않은 상처에 흠집을 내는
너 덕에 웬만한 사랑엔 아프지 않아 이젠
친구로 지내다 보면
계속 네 옆에 있다 보면
언젠가는 나에게도
기회가 오지 않을까 했어
친구로 지내다 보면
계속 네 옆에 있다 보면
언젠가는 나에게도
기회가 오지 않을까 했어
친구로 지내다 보면
네 눈에 비친 나를 보면
언젠가는 나의 눈에도
네가 있지 않을까 했어
친구로 지내다 보면","[0.17301850270948782, 0.2710414205562717, 0.0547930617237699, 0.20563582374033607, 0.0844638703546387, 0.21104732091549586]"
30349593,사랑이 잘 (With 오혁),아이유,"미리 말할게 사과는 안 해
아무 말 없이 너 후회 안 해
다 관심 없잖아 친구야 뭐야
Oh you know what to do
피곤해 그만 오늘은 놔 줘
더 이상 반복하긴 싫어
또 다 내가 나빠
아마 그래 난 널 미워하나 봐
사랑이 잘 안 돼
떠올려 봐도
피부를 비비고 안아봐도 
입술을 맞춰도 참
생각대로 되지 않아
웃긴 것 같아
되돌려보려고 서로 모른 척해도
이제 와 우리가 어떻게
다시 사랑 같은 걸 하겠어
다섯 번째 미안하단 말이
이젠 너에게는 지겨운 건지
마지막일 거란 예감이 들어
Oh you know what to do
이건 내가 오늘 하루 종일
그린 저녁은 분명 아니야
널 보면 자꾸 네 안에 내가 보여서
이젠 내가 싫어
사랑이 잘 안 돼
떠올려 봐도
피부를 비비고 안아봐도 
입술을 맞춰도 참
생각대로 되지 않아
웃긴 것 같아
되돌려보려고 계속 모른 척해도
이제 와 우리가 어떻게
다시 사랑 같은 걸 하겠어
어디야
넌 어디야
집이야
난 택시야
집에 거의 다 와가니
Oh 미안해
뭐 어떤 게
그냥 다
들어가
나 지갑 거기 두고 왔어
Oh 있잖아
아니야
말해 봐
이제 더 사랑하지 않는 것 같아
아
사랑이 잘 안 돼
떠올려 봐도
피부를 비비고 안아봐도 
입술을 맞춰도 참
생각대로 되지 않아
웃긴 것 같아
되돌려보려고 서로 모른 척해도
이제 와 우리가 어떻게
다시 사랑 같은 걸 하겠어","[0.38404280877133345, 0.19695084581078715, 0.05096077353447127, 0.21466826342353462, 0.15132050458053392, 0.0020568038793395875]"
31674786,그건 아마 우리의 잘못은 아닐 거야,백예린 (Yerin Baek),"사실은 나도 잘 모르겠어
불안한 마음은 어디에서 태어나
우리에게까지 온 건지
나도 모르는 새에 피어나
우리 사이에 큰 상처로 자라도
그건 아마 우리의 잘못은 아닐 거야
그러니 우린 손을 잡아야 해
바다에 빠지지 않도록
끊임없이 눈을 맞춰야 해
가끔은 너무 익숙해져 버린
서로를 잃어버리지 않도록
나도 모르는 새에 피어나
우리 사이에 자주 아픔을 줘도
그건 아마 우리를 더 크게 해줄 거야
그러니 우린 손을 잡아야 해
바다에 빠지지 않도록
끊임없이 눈을 맞춰야 해
가끔은 너무 익숙해져 버린
서로를 잃어버리지 않도록
익숙해진 아픈 마음들
자꾸 너와 날 놓아주지 않아
우린 행복할 수 있을까
그러니 우린 손을 잡아야 해
바다에 빠지지 않도록
끊임없이 눈을 맞춰야 해
가끔은 너무 익숙해져 버린
서로를 잃어버리지 않도록","[0.0575868740057428, 0.24928502744751646, 0.16281352589989875, 0.18796233754481875, 0.11663278341173561, 0.22571945169028762]"
35665282,Rush Hour (Feat. j-hope of BTS),Crush,"Yo I’ve been walking on the street yo 
유엔빌리지에서 한강진역 
이태원을 지나왔어 언덕길로
클랙슨은 목이 쉬어 퇴근길마다 삐걱삐걱 
그게 자그마치 2년 
입에 단내가 나 미칠 지경 
작업실로 당당하게 내비 찍어 
This is Crush hour 비켜라 비켜 
We gotta celebrate 넌 즐기기만 해 
누가 뭐래도 Baby 
Hey ladies and gentlemen,
do what you wanna do baby 
그러니까 너넨 히비히비합 질러 빽빽
다시 Clap clap clap and then hit that   
하나둘 모여 마치 Traffic jam 
Get up get up 
그러니까 너넨 히비히비합 질러 땍땍
따라 해 어때 생각보다 쉽지 
모두 모여 마치 Traffic jam 
Get up (get up) get on up 
Yo I’ve been walking on the street yo
서울숲에서부터 근방 직경 
But 어딜 가든 이젠 레드카펫 Feel yo 
사진 소리 찰칵찰칵 가는 길마다 찍어 찍어 
붐비는 People, 마치 Traffic 기분 
보험마저 없는 내 미래 비전 
Y’all trippin’, whole lotta freaks 
And now, Crush hour 난 그냥 형 따라 직진 
We gotta celebrate 넌 즐기기만 해
누가 뭐래도 Baby 
Hey ladies and gentlemen, 
do what you wanna do baby
그러니까 너넨 히비히비합 질러 빽빽 (빽빽)
다시 Clap clap clap and then hit that (hit that)
하나둘 모여 마치 Traffic jam 
Get up get up 
그러니까 너넨 히비히비합 질러 땍땍 (땍땍)
따라 해 어때 생각보다 쉽지 
모두 모여 마치 Traffic jam 
Get up (get up, rush hour) 
Take’em to the bridge 
La la la la la la la la 
La la la la la la la 
La la la la la la la la 
La la la la la la la 
This is Crush hour, Crush hour, Crush hour 
This is Crush hour, Crush hour, Crush hour
Watch Out (Watch Out)
Watch Out (Watch Out)
This is Crush hour, Crush hour, Crush hour","[0.39767451385213876, 0.14790328651440474, 0.10019765070923234, 0.08835751922426968, 0.0787670506992212, 0.18709997900073333]"
31249401,josee!,데이먼스 이어 (Damons year),"너는 달을 볼 때 눈이 커졌고
나는 너의 눈에 비친 것을 보네
네가 사랑하는 것이
나와 같아
나는 너를 보네
꽃이 피어가는 줄도 모른 채
고운 너의 그림자를 안고서
마지막처럼 입맞춤을 추곤
우리 늙지 말자
다 가져가 줘요
아쉬움 없도록
나의 사랑은
그리 길지 않으니
이 순간
나의 모든걸 줄게
남은 나의 시간도
아 아
다시 너를 안게 된다면
그땐 나의 빛을 밝혀서
너의 모든 것들을 덮어줄게
잘자 나의 우는 사랑","[0.01850900685136205, 0.6753292916874017, 0.020499797259842422, 0.06409932117920941, 0.022297960811826282, 0.19926462221035815]"
30390068,오늘 취하면 (Feat. 창모) (Prod. SUGA),SURAN (수란),"아직 잊지 못하고
아주 달콤히 맴돌아
나 꿈인 줄 모르고 star
헤매이고 있어
그냥 어지러운 가봐요
잠이 든 그댄 아무 말도 말아요
이미 익숙해진 우리 미로 사이
참을 수 없어
Have a feel so sweet
어색했던 우리 첫 와인처럼
쓰고 아프지만
두 눈에 가득 담아
흐르는 대로 널 보내줄게
나 너에게 취해
난 이 밤에 취해
니가 모질게 했던 그 기억 속에
그 추억에 헤매 널 찾고 있어
그냥 잊을래
너의 맘도 알고 싶어 boy
그냥 잊어줘
Baby Please don't go
나 바빠 Bay 아니야
그만 잡아 Phone
우리 얘기 다 끝났어
난 차가운 남자라고
누가 취하면 그런 거 못해
잡다 놓다가 새 Phone에
지문 묻히기 누가 못하냐고
알아 난 나이 24
이별 따위엔 서툴지
사실 이제 나 익숙해졌음 해
마치 또래보다
훨씬 많은 돈을 버는 일
허나 나보다
훨씬 여리디 여린 널 위해
다 큰 어른인 척 좀
할 수 밖에 없는걸 생각해 좀좀좀
지울 수 없어
Have a feel so sweet
익숙해져 버린 네 향기처럼
쓰고 아프지만
내 맘에 가득 담아
흐르는 대로 널 보내줄게
나 너에게 취해
난 이 밤에 취해
니가 모질게 했던 그 기억 속에
그 추억에 헤매 널 찾고 있어
그냥 잊을래
너의 맘도 알고 싶어 boy
그냥 잊어줘
Baby Please don't go
눈 감으면 맴돌아 너와 걷던 길
함께한 시간 이대로 잠들면 oh
오늘 좀 취한 것 같아
잠긴 목소리로 불러도
넌 아무렇지 않게 가줘
나 너에게 취해
난 이 밤에 취해
니가 모질게 했던 그 기억 속에
그 추억에 헤매 널 찾고 있어
그냥 잊을래
너의 맘도 알고 싶어 boy
그냥 잊어줘
Baby Please don't go","[0.22616214965789577, 0.2697749559860151, 0.09188079145581549, 0.10535370141783924, 0.11043959813564547, 0.19638880334678896]"
1500196,내사람,SG 워너비,"내 가슴속에 사는 사람 내가 그토록 아끼는 사람 
너무 소중해 마음껏 안아보지도 못했던 
누구에게나 흔한 행복 한 번도 준적이 없어서 
맘 놓고 웃어본 적도 없는 그댈 사랑합니다 
내가 기쁠 때나 슬플 때나 함께 울고 웃어주던 
그댈 위해 내가 할 수 있는건 뭐든 해주고 싶어 
안녕 내 사랑 그대여 이젠 내가 지켜줄게요 
못난 날 믿고 참고 기다려줘서 고마워요 
안녕 내 사랑 그대여 영원토록 사랑할게요 
다시 태어나서 사랑한대도 그대이고 싶어요 
 
어두운 밤길을 잃어도 서로 등불이 되어주고 
비바람 몰아쳐도 지금 잡은 두 손 놓지 말아요 
내가 힘들 때나 아플 때나 내 곁에 있어준 그대 
미안하단 말로 고맙단 말을 대신 하던 나였죠 
안녕 내 사랑 그대여 이젠 내가 지켜줄게요 
못난 날 믿고 참고 기다려줘서 고마워요 
안녕 내 사랑 그대여 영원토록 사랑할게요 
다시 태어나서 사랑한대도 그대이고 싶어요 
 
넘어지고 몇 번을 다시 넘어진다 해도 
그대만 있다면 다시 일어날 수 있는데 
 
< 간주   
 
안녕 내 사랑 그대여 이젠 내가 지켜줄게요 
못난 날 믿고 참고 기다려줘서 고마워요 
안녕 내 사랑 그대여 이렇게 그댈 부를 때면 
너무 행복해서 눈물이 나죠 사랑해요 
 
< Ending Chorus","[0.06380574053657459, 0.5110291548642596, 0.02578180461071138, 0.08741156743663626, 0.06090981622099815, 0.25106191633082003]"
7953958,우주를 건너,백예린 (Yerin Baek),"혼자서 널 기다릴 때면
나 혼자 다른 행성에 있는 듯 해
여기서 네가 있는 곳까지
얼마나 오래 걸릴지
난 궁금해 상상이 안돼
내게 좀 더 빨리 와줘
그대가 없는 이 곳은
내게는 너무 캄캄해
나 여기서 두 팔 벌려
그대를 안아줄 준비가 돼있어
너와 나 사이의 우주를 건너 내게로
would you like to come over to me
너와 나 사이의 우주를 건너 내게로
날아 와줘 더 이상 기다리게 하지마
I’m waiting for you now eh eh
Baby I need you now eh eh
I’m waiting for you now eh eh
Baby I need you now
저 멀리 널 보고 있으면
너와 나는 다른 생각을 하는 듯 해
여기서 언제까지
난 기다리고 있어야 하는지
궁금해 답답하기만 해
내게 지금 빨리 와줘
그대가 없는 이 곳은
내게는 너무 막막해
꼭 잡은 손 그대를
놓치지 않을 준비가 돼있어
너와 나 사이의 우주를 건너 내게로
would you like to come over to me
너와 나 사이의 우주를 건너 내게로
날아 와줘 더 이상 기다리게 하지마
I’m waiting for you now eh eh
Baby I need you now eh eh
I’m waiting for you now eh eh
Baby I need you now
멀리 있는 것만 같아도
손 내밀면 잡힐 듯한 그대 그림자
그댈 꼭 안고 내 마음
느낄 수 있도록
놓지 않을래
I’m waiting for you now
너와 나 사이의 우주를 건너 내게로
would you like to come over to me
너와 나 사이의 거리
그 사이의 우주 가득히
너로 채울게 나에게 다가와
I’m waiting for you now eh eh
Baby I need you now eh eh
I’m waiting for you now eh eh
Baby I need you now
Baby I need you now
Baby I need you now","[0.22225396440236556, 0.3171459337448548, 0.11642102859041828, 0.10020368952887371, 0.07545188590964091, 0.16852349782384676]"
8005879,Dream (Prod. by 박근태),수지 (Suzy),"예쁘네 오늘도 어제만큼
아니 오늘은 더 예뻐졌네
이런 말을 할 때마다 너는
못 들은 척 늘 딴 얘기를 해
어젠 너무 좋은 꿈을 꿨어
지금 말해주긴 간지러워서
말하기 싫어
그리고 이런 건 말하면 안 된대
dream 다신 꾸지 못하는
너무 기분 좋은 꿈
나는 니가 꼭 그런 거 같은데
dream 종일 아른거리는
너무 기분 좋은 꿈
그게 바로 너
우리 둘 너무 잘 어울린대
I know she knows
사실 내가 봐도 그래
근데 가끔 불안한 기분이 들 땐
혼자서 울적해
hmm 거짓말 그렇게 자신 있는
얼굴을 하고 있으면서
하지만 듣기엔 참 좋다 그렇긴 하네
dream 다신 꾸지 못하는
너무 기분 좋은 꿈
나는 니가 꼭 그런 거 같은데
dream 종일 아른거리는
너무 기분 좋은 꿈
그게 바로 너
well I don’t care
even if you’re a sweet liar
well I don’t care
cause I will make you believe
dream 지금 그런 눈으로
나를 바라볼 때면
나는 니가 꼭 내 것 같은데
dream 다시 잠들고 싶은
너무 기분 좋은 꿈
그게 바로 너","[0.23237101864314894, 0.13965329507306723, 0.029590786396890667, 0.06949276926289875, 0.03231480286909385, 0.49657732775490054]"
35953743,이제 우리 꿈에서만 만나,Yyeon,"날 원한다는 말에
바보같이 난 fall in
하지만 넌 안 미안해
빠진 내가 잘못이래
네가 보던 tv
네가 좋아했던 젤리
또 미련 남은 편지
이러면 너는 편한지
시간이 없다 해서 맞췄잖아
그래 네 말대로 다 해줬잖아
그런데 뭐가 또 그리 불편해 불쾌해
날 보면 쉽게 풀리게 돼?
팔다리가 아프다 해서 데려다 줬잖아
원한다 했던 거 다 해줬잖아
뭘 원하는지 모르겠잖아
날 원하는게 맞는 건지
You say afraid it
my rain is so wavy
I found me surrounded
You say afraid it
my rain is so wavy
I found me surrounded
이제 우리 꿈에서만 만나 (꿈에서만 만나)
우리 꿈에서만 만나 (꿈에서만 만나)
이제 너는 far
이제 우리 꿈에서만 만나 (꿈에서만 만나)
우리 꿈에서만 만나 (꿈에서만 만나)
이제 너는 far
이제 우리 꿈에서만 만나
(간주중)
You say afraid it
my rain is so wavy
I found me surrounded
이제 우리 꿈에서만 만나 (꿈에서만 만나)
우리 꿈에서만 만나 (꿈에서만 만나)
이제 너는 far
이제 우리 꿈에서만 만나 (꿈에서만 만나)
우리 꿈에서만 만나 (꿈에서만 만나)
이제 너는 far
이제 우리 꿈에서만 만나","[0.277910044650292, 0.29803768123601915, 0.05382001530267364, 0.11249405181492024, 0.06693710913674802, 0.19080109785934693]"
31843000,와르르 ♥,Colde (콜드),"가만 보면 너는 진짜 너무해
때론 날 무심하게 내팽게 친 채
불안함이란 벌을 내려줘
그럴 때면 난 길을 잃은 강아지가 돼
고개를 푹 숙인 채 걷네
그냥 난 네 품에 안겨있고 싶은데
날이 선 너의 말들에 찔려서
피가 났어 난
근데 걱정은커녕
혼자 낫는 법을 너는 알려줘
그러다가도 헷갈리게
가끔은 예쁨을 내게 줘
그럴 때면 나는 어떻게 해야 될지
몰라
난 와르르
무너지고 말아
나의 맘은
와르르
내게 이러지마 baby
너 없는 하루는
상상하기 조차 싫은 걸
아무것도 할 수 없을 걸
난 바보가 돼버릴거야
Baby
와르르
무너지고 말아
나의 맘은
와르르
내게 이러지마 baby
너 없는 하루는
상상하기 조차 싫은 걸
아무것도 할 수 없을 걸
난 바보가 돼버릴거야
분명히 나는 얘기했어
그 날 너에게 사랑을 말할 때
어떤 순간들이 우리를 찾아와도
흔들리지 않기로 해
근데 넌 파도를 타듯 ay
내 맘을 마구 휘젓네 ay
나 가라앉지 않게 구명조끼라도 줘
사랑은 나를 시험해
난 밀린 숙제 검사를 맡네
도저히 못 풀겠을 땐
그냥 너가 좀 알려줘 yeah
정답을 알게됐을 땐
환한 미소를 내게 줘
나를 정신 못 차리게
만들어줘
난 와르르
무너지고 말아
나의 맘은
와르르
내게 이러지마 baby
너 없는 하루는
상상하기 조차 싫은 걸
아무것도 할 수 없을 걸
난 바보가 돼버릴거야
Baby
와르르
무너지고 말아
나의 맘은
와르르
내게 이러지마 baby
너 없는 하루는
상상하기 조차 싫은 걸
아무것도 할 수 없을 걸
난 바보가 돼버릴거야","[0.366279860476853, 0.16240305323097168, 0.11743777585181321, 0.19531642858328438, 0.14991704191397892, 0.00864583994309878]"
